loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,loan_status
22750,36,13.67,773.9,B,B5,< 1 year,MORTGAGE,52000.0,credit_card,Fully Paid
12000,36,13.59,407.75,C,C2,2 years,MORTGAGE,70000.0,debt_consolidation,Fully Paid
14000,36,6.99,432.22,A,A2,< 1 year,RENT,74000.0,major_purchase,Fully Paid
4200,36,18.06,151.97,D,D2,10+ years,MORTGAGE,85000.0,debt_consolidation,Current
20000,36,13.49,678.61,C,C2,2 years,RENT,65000.0,debt_consolidation,Fully Paid
9875,36,14.65,340.64,C,C5,10+ years,MORTGAGE,81000.0,debt_consolidation,Fully Paid
35000,36,9.99,1129.19,B,B3,3 years,MORTGAGE,114000.0,debt_consolidation,Fully Paid
10000,36,6.89,308.27,A,A3,,RENT,55000.0,debt_consolidation,Fully Paid
17000,60,15.61,409.9,C,C4,6 years,MORTGAGE,80000.0,other,Fully Paid
35000,36,12.79,1175.76,C,C1,10+ years,MORTGAGE,80000.0,credit_card,Charged Off
21000,60,17.14,523.49,D,D4,10+ years,MORTGAGE,91500.0,debt_consolidation,Fully Paid
15000,36,26.31,606.84,E,E4,10+ years,RENT,71000.0,debt_consolidation,Current
24000,60,18.99,622.45,D,D3,10+ years,MORTGAGE,123000.0,debt_consolidation,Current
28000,36,10.91,915.5,B,B4,7 years,MORTGAGE,180000.0,credit_card,Current
6400,36,10.42,207.78,B,B3,5 years,OWN,45000.0,home_improvement,Current
16000,36,9.93,515.75,B,B2,< 1 year,MORTGAGE,85000.0,debt_consolidation,Current
8875,36,11.99,294.74,C,C1,< 1 year,RENT,50000.0,debt_consolidation,Charged Off
12000,36,7.34,372.4,A,A4,,RENT,50000.0,major_purchase,Current
15600,60,17.09,388.46,D,D1,3 years,MORTGAGE,95000.0,debt_consolidation,Current
30000,60,17.97,761.32,D,D1,3 years,MORTGAGE,160000.0,major_purchase,Current
20000,36,19.03,733.43,D,D3,4 years,RENT,60000.0,debt_consolidation,Charged Off
15000,36,11.39,493.86,B,B3,< 1 year,MORTGAGE,85000.0,credit_card,Current
25000,36,6.39,764.98,A,A2,4 years,RENT,140000.0,credit_card,Fully Paid
40000,36,6.11,1218.88,A,A1,8 years,MORTGAGE,173000.0,credit_card,Current
16800,36,16.01,590.73,C,C5,10+ years,MORTGAGE,47000.0,debt_consolidation,Current
22000,36,12.29,733.77,C,C1,5 years,RENT,110750.0,debt_consolidation,Fully Paid
14350,36,9.17,457.47,B,B2,,OWN,36000.0,credit_card,Fully Paid
15000,36,5.32,451.73,A,A1,7 years,RENT,40000.0,debt_consolidation,Fully Paid
8000,36,11.55,264.0,B,B4,7 years,MORTGAGE,135000.0,other,Current
6000,36,13.35,203.18,C,C2,3 years,RENT,52000.0,debt_consolidation,Fully Paid
18000,60,30.84,591.69,G,G2,4 years,MORTGAGE,50000.0,debt_consolidation,Fully Paid
8000,36,20.39,298.91,D,D4,2 years,RENT,60000.0,major_purchase,Late (31-120 days)
8000,36,14.46,275.22,C,C4,10+ years,OWN,85000.0,credit_card,Fully Paid
10000,36,12.61,335.07,C,C1,4 years,RENT,45000.0,credit_card,Current
35000,36,15.31,1218.61,C,C2,< 1 year,RENT,320000.0,credit_card,Charged Off
16000,60,10.42,343.27,B,B3,10+ years,MORTGAGE,102000.0,debt_consolidation,Charged Off
35000,60,26.49,1058.1,F,F2,5 years,RENT,80500.0,other,Charged Off
6400,36,16.99,228.15,D,D1,5 years,RENT,20000.0,home_improvement,Current
11100,36,13.68,377.65,C,C1,5 years,MORTGAGE,250000.0,home_improvement,Fully Paid
15000,36,18.75,547.95,D,D3,10+ years,OWN,85000.0,medical,Charged Off
6500,36,11.55,214.5,B,B4,10+ years,MORTGAGE,102000.0,medical,Current
35000,60,14.99,832.47,C,C5,,MORTGAGE,134000.0,credit_card,Charged Off
15000,36,10.64,488.53,B,B4,10+ years,RENT,42000.0,credit_card,Charged Off
28000,60,16.99,695.73,D,D3,10+ years,RENT,56000.0,credit_card,Current
29100,36,18.99,1066.55,D,D3,10+ years,MORTGAGE,95000.0,debt_consolidation,Charged Off
15000,36,8.18,471.3,B,B1,9 years,MORTGAGE,53000.0,debt_consolidation,Fully Paid
7675,36,18.55,279.6,E,E2,1 year,RENT,19200.0,debt_consolidation,Fully Paid
8800,36,25.34,351.48,E,E3,4 years,MORTGAGE,28750.0,debt_consolidation,Current
12000,36,6.03,365.23,A,A1,10+ years,MORTGAGE,70000.0,debt_consolidation,Fully Paid
20400,60,12.61,460.11,C,C1,7 years,RENT,84000.0,debt_consolidation,Charged Off
10000,36,7.89,312.86,A,A5,5 years,RENT,70000.0,debt_consolidation,Charged Off
16000,36,13.59,543.67,C,C2,2 years,RENT,65000.0,major_purchase,Current
6025,36,11.99,200.09,B,B5,4 years,MORTGAGE,43100.0,other,Current
10800,36,5.32,325.24,A,A1,3 years,MORTGAGE,112010.0,debt_consolidation,Fully Paid
10800,60,13.99,251.25,C,C3,3 years,MORTGAGE,120250.0,credit_card,Current
16000,36,23.43,622.95,F,F1,10+ years,MORTGAGE,125000.0,debt_consolidation,Fully Paid
18000,36,12.49,602.08,B,B5,5 years,MORTGAGE,117000.0,debt_consolidation,Fully Paid
4000,36,9.17,127.52,B,B2,10+ years,OWN,41000.0,credit_card,Fully Paid
5000,36,5.31,150.56,A,A1,4 years,MORTGAGE,54000.0,debt_consolidation,Current
16000,36,10.49,519.97,B,B3,7 years,MORTGAGE,65700.0,debt_consolidation,Current
20000,36,9.17,637.58,B,B1,10+ years,MORTGAGE,120000.0,credit_card,Fully Paid
16000,36,13.99,546.77,C,C4,5 years,MORTGAGE,58000.0,debt_consolidation,Fully Paid
15000,36,5.32,451.73,A,A1,9 years,RENT,105000.0,debt_consolidation,Current
12875,36,14.99,446.26,C,C4,9 years,MORTGAGE,85300.0,debt_consolidation,Charged Off
10000,60,13.59,230.57,C,C2,10+ years,RENT,73432.0,debt_consolidation,Current
6000,36,11.47,197.78,B,B5,10+ years,MORTGAGE,145000.0,home_improvement,Current
6800,36,15.61,237.77,D,D1,10+ years,MORTGAGE,36000.0,debt_consolidation,Fully Paid
7500,36,10.64,244.27,B,B2,9 years,MORTGAGE,52000.0,debt_consolidation,Fully Paid
21700,36,10.41,704.39,B,B3,10+ years,RENT,74000.0,debt_consolidation,Current
12000,36,9.17,382.55,B,B2,5 years,RENT,72000.0,debt_consolidation,Fully Paid
6500,36,23.4,252.98,E,E1,10+ years,OWN,50000.0,debt_consolidation,Current
20000,36,7.35,620.75,A,A4,2 years,MORTGAGE,78000.0,debt_consolidation,Current
20000,60,11.99,444.79,C,C1,4 years,RENT,48000.0,debt_consolidation,Current
4500,36,14.33,154.53,C,C2,10+ years,MORTGAGE,110000.0,home_improvement,Fully Paid
35000,60,14.99,832.47,C,C5,10+ years,MORTGAGE,90000.0,credit_card,Current
8000,36,9.17,255.04,B,B2,< 1 year,MORTGAGE,68000.0,debt_consolidation,Fully Paid
18000,36,5.32,542.07,A,A1,< 1 year,RENT,48000.0,credit_card,Current
16000,36,15.99,562.44,C,C5,2 years,MORTGAGE,42198.0,home_improvement,Current
35000,36,16.91,1246.28,C,C5,10+ years,RENT,150000.0,small_business,Current
30000,36,12.59,1004.91,C,C2,10+ years,MORTGAGE,75000.0,debt_consolidation,Fully Paid
7175,36,18.84,262.43,E,E2,6 years,MORTGAGE,20000.0,debt_consolidation,Charged Off
4000,36,9.99,129.05,B,B3,10+ years,MORTGAGE,40000.0,credit_card,Fully Paid
40000,36,7.97,1252.91,A,A5,8 years,RENT,100000.0,debt_consolidation,Current
14000,36,9.71,449.84,B,B1,10+ years,OWN,66516.0,debt_consolidation,Fully Paid
10000,36,18.99,366.51,D,D3,1 year,RENT,100000.0,medical,Fully Paid
5600,36,17.27,200.41,C,C5,3 years,RENT,25000.0,credit_card,Fully Paid
20000,60,11.99,444.79,B,B5,< 1 year,RENT,74400.0,credit_card,Current
4000,36,8.9,127.02,A,A5,10+ years,RENT,25000.0,credit_card,Fully Paid
21900,36,13.99,748.39,C,C3,< 1 year,MORTGAGE,85000.0,debt_consolidation,Late (31-120 days)
20000,36,8.39,630.34,A,A5,4 years,RENT,66964.0,debt_consolidation,Fully Paid
1600,36,15.02,55.49,C,C3,4 years,RENT,28800.0,credit_card,Current
25000,36,23.88,979.25,E,E2,< 1 year,RENT,60000.0,debt_consolidation,Late (31-120 days)
5000,36,18.06,180.92,D,D2,,RENT,28000.0,debt_consolidation,Current
15000,36,8.39,472.75,A,A5,1 year,MORTGAGE,61500.0,debt_consolidation,Fully Paid
7000,36,7.99,219.33,A,A4,10+ years,MORTGAGE,45000.0,debt_consolidation,Fully Paid
8000,36,7.89,250.29,A,A5,10+ years,MORTGAGE,190000.0,debt_consolidation,Late (31-120 days)
7000,36,8.08,219.62,A,A5,10+ years,OWN,100000.0,house,Current
4000,36,16.46,141.54,C,C5,,RENT,8400.0,debt_consolidation,Current
5000,36,8.39,157.59,B,B1,10+ years,RENT,106885.0,car,Current
15000,60,17.99,380.82,D,D2,10+ years,MORTGAGE,65000.0,debt_consolidation,Current
40000,60,10.42,858.18,B,B3,1 year,MORTGAGE,143000.0,debt_consolidation,Current
30000,60,15.61,723.34,D,D1,10+ years,MORTGAGE,90000.0,credit_card,In Grace Period
3000,36,9.99,96.79,B,B3,< 1 year,MORTGAGE,85000.0,debt_consolidation,Fully Paid
10000,36,14.99,346.61,C,C5,10+ years,RENT,45000.0,small_business,Charged Off
13700,60,19.2,356.9,D,D3,9 years,MORTGAGE,60000.0,other,Fully Paid
24000,36,13.49,814.34,C,C2,2 years,MORTGAGE,140000.0,debt_consolidation,Charged Off
3000,36,14.47,103.22,C,C2,10+ years,OWN,130000.0,other,Current
2000,36,12.79,67.19,C,C1,10+ years,MORTGAGE,48000.0,debt_consolidation,Fully Paid
35000,60,12.29,783.7,C,C1,10+ years,MORTGAGE,93600.0,home_improvement,Current
13000,60,18.06,330.54,D,D2,2 years,MORTGAGE,82000.0,debt_consolidation,Current
10000,36,6.89,308.27,A,A3,2 years,RENT,75000.0,debt_consolidation,Fully Paid
40000,36,10.91,1307.85,B,B4,7 years,MORTGAGE,115000.0,other,Late (31-120 days)
20000,60,9.99,424.85,B,B3,10+ years,MORTGAGE,78000.0,debt_consolidation,Fully Paid
40000,60,16.02,973.15,C,C5,3 years,MORTGAGE,144000.0,debt_consolidation,Current
10000,36,9.92,322.3,B,B2,10+ years,MORTGAGE,64000.0,debt_consolidation,Current
10000,60,12.05,222.7,C,C1,5 years,OWN,53000.0,other,Current
20000,36,14.47,688.13,C,C2,< 1 year,MORTGAGE,58000.0,debt_consolidation,Current
10000,36,7.84,312.63,A,A4,10+ years,MORTGAGE,70000.0,credit_card,Current
27300,60,19.72,719.04,D,D5,6 years,MORTGAGE,78525.0,debt_consolidation,Fully Paid
26400,60,11.44,579.81,B,B4,10+ years,MORTGAGE,90000.0,debt_consolidation,Current
10000,36,18.45,363.79,D,D2,10+ years,OWN,120000.0,debt_consolidation,Current
18575,60,17.57,467.35,D,D4,10+ years,RENT,137500.0,debt_consolidation,Fully Paid
11500,36,9.58,368.81,B,B1,9 years,RENT,30000.0,credit_card,Current
5000,36,10.49,162.49,B,B2,10+ years,MORTGAGE,51000.0,home_improvement,Current
10000,36,10.99,327.34,B,B4,10+ years,RENT,43000.0,debt_consolidation,Fully Paid
20000,60,18.75,516.07,D,D3,8 years,MORTGAGE,50000.0,debt_consolidation,Fully Paid
6000,36,24.85,238.09,E,E3,2 years,MORTGAGE,87550.0,debt_consolidation,Charged Off
5000,36,6.49,153.23,A,A2,9 years,MORTGAGE,150000.0,credit_card,Fully Paid
8000,36,11.99,265.68,B,B5,5 years,RENT,40000.0,other,Current
16000,60,9.99,339.88,B,B3,8 years,MORTGAGE,72000.0,debt_consolidation,Fully Paid
20000,36,9.17,637.58,B,B2,< 1 year,MORTGAGE,75000.0,debt_consolidation,Fully Paid
12000,36,8.39,378.2,A,A5,4 years,MORTGAGE,115750.0,credit_card,Fully Paid
12000,36,19.99,445.91,D,D4,2 years,RENT,72000.0,car,Charged Off
14400,36,7.46,447.67,A,A4,10+ years,OWN,75000.0,credit_card,Current
12000,36,7.89,375.43,A,A5,10+ years,MORTGAGE,60000.0,debt_consolidation,Fully Paid
30000,60,17.99,761.64,D,D2,10+ years,MORTGAGE,132000.0,debt_consolidation,Current
26250,60,18.92,679.79,D,D4,7 years,MORTGAGE,82000.0,debt_consolidation,Fully Paid
38400,36,16.02,1350.41,C,C5,< 1 year,MORTGAGE,112500.0,credit_card,Fully Paid
7000,36,14.52,241.02,C,C3,10+ years,RENT,51200.0,credit_card,Current
16000,36,12.74,537.11,C,C1,10+ years,RENT,85000.0,debt_consolidation,Current
28800,60,29.49,922.78,F,F2,10+ years,RENT,152000.0,debt_consolidation,Current
24000,36,7.89,750.86,A,A5,10+ years,MORTGAGE,89000.0,debt_consolidation,Fully Paid
18000,60,21.49,491.94,E,E3,8 years,MORTGAGE,51500.0,debt_consolidation,Fully Paid
11000,60,15.05,261.98,C,C4,3 years,MORTGAGE,110000.0,other,Fully Paid
20000,36,14.3,686.48,C,C1,9 years,MORTGAGE,125000.0,credit_card,Fully Paid
20000,36,10.64,651.37,B,B4,10+ years,MORTGAGE,60000.0,debt_consolidation,Fully Paid
5000,36,17.57,179.69,D,D4,10+ years,MORTGAGE,70000.0,small_business,Fully Paid
28000,60,9.16,583.42,B,B2,4 years,RENT,90000.0,debt_consolidation,Current
7775,36,14.16,266.34,C,C2,3 years,MORTGAGE,58000.0,debt_consolidation,Fully Paid
28450,36,6.24,868.61,A,A2,4 years,RENT,300000.0,credit_card,Fully Paid
10000,36,7.84,312.63,A,A4,5 years,OWN,41000.0,debt_consolidation,Current
12500,36,13.57,424.61,C,C3,1 year,RENT,41000.0,debt_consolidation,Fully Paid
25000,36,5.32,752.87,A,A1,10+ years,OWN,90000.0,debt_consolidation,Fully Paid
6000,36,10.15,194.03,B,B2,< 1 year,RENT,25000.0,debt_consolidation,Fully Paid
28000,60,18.99,726.19,D,D4,10+ years,OWN,88000.0,debt_consolidation,Fully Paid
10500,60,12.79,237.79,C,C1,10+ years,RENT,55000.0,debt_consolidation,Current
4000,36,6.24,122.13,A,A2,10+ years,MORTGAGE,90000.0,home_improvement,Fully Paid
10000,60,19.19,260.46,E,E3,5 years,RENT,32000.0,debt_consolidation,Current
28000,36,14.99,970.5,C,C4,10+ years,OWN,120000.0,home_improvement,Fully Paid
17000,60,19.99,450.31,E,E1,1 year,MORTGAGE,64000.0,home_improvement,Charged Off
12000,36,6.67,368.72,A,A2,8 years,OWN,130000.0,credit_card,Current
5225,36,20.99,196.83,E,E4,1 year,RENT,42000.0,debt_consolidation,Charged Off
32000,60,9.99,679.75,B,B3,4 years,MORTGAGE,145000.0,debt_consolidation,Fully Paid
7250,36,16.99,258.45,D,D3,5 years,RENT,45000.0,debt_consolidation,Fully Paid
3000,36,12.13,99.83,B,B5,< 1 year,MORTGAGE,20000.0,moving,Current
30000,60,21.99,828.4,F,F1,4 years,MORTGAGE,75000.0,debt_consolidation,Fully Paid
35000,36,12.74,1174.91,C,C1,9 years,MORTGAGE,168000.0,debt_consolidation,Charged Off
14000,36,17.99,506.07,D,D2,3 years,ANY,28000.0,debt_consolidation,Fully Paid
4200,36,9.44,134.43,B,B1,10+ years,MORTGAGE,125000.0,debt_consolidation,Fully Paid
15000,60,15.31,359.3,C,C5,,MORTGAGE,100000.0,medical,Fully Paid
12000,36,12.74,402.83,C,C1,10+ years,MORTGAGE,60000.0,other,Fully Paid
24175,36,14.33,830.13,C,C1,2 years,RENT,68000.0,debt_consolidation,Fully Paid
6000,36,11.99,199.26,B,B5,8 years,OWN,32000.0,debt_consolidation,Current
3000,36,6.99,92.62,A,A3,1 year,RENT,62000.0,wedding,Fully Paid
10000,36,9.75,321.5,B,B3,2 years,RENT,64000.0,credit_card,Current
20000,36,5.32,602.3,A,A1,1 year,MORTGAGE,59488.0,debt_consolidation,Current
30000,36,5.32,903.45,A,A1,2 years,MORTGAGE,180000.0,credit_card,Fully Paid
26300,36,20.2,980.09,D,D5,10+ years,MORTGAGE,86500.0,other,Fully Paid
17000,36,7.97,532.49,A,A5,7 years,MORTGAGE,65000.0,debt_consolidation,Current
35000,36,14.31,1201.5,C,C4,1 year,RENT,78000.0,debt_consolidation,Fully Paid
15000,60,19.99,397.33,E,E1,2 years,OWN,60000.0,debt_consolidation,Charged Off
12800,36,10.91,418.52,B,B4,6 years,MORTGAGE,60000.0,debt_consolidation,Current
8000,36,14.47,275.26,C,C2,10+ years,OWN,39779.0,debt_consolidation,Current
8000,36,13.99,273.39,C,C3,3 years,RENT,40000.0,debt_consolidation,Fully Paid
30000,60,21.49,819.9,D,D5,6 years,RENT,83000.0,debt_consolidation,Fully Paid
10000,36,11.8,331.19,B,B4,10+ years,MORTGAGE,52000.0,debt_consolidation,Current
3800,36,11.55,125.4,B,B4,1 year,MORTGAGE,175000.0,other,Current
8000,36,9.58,256.57,B,B1,5 years,RENT,54652.0,debt_consolidation,Current
20000,36,7.84,625.26,A,A4,10+ years,OWN,80000.0,debt_consolidation,Current
6000,36,6.11,182.84,A,A1,8 years,OWN,57000.0,debt_consolidation,Current
35000,36,10.91,1144.37,B,B4,8 years,MORTGAGE,80000.0,debt_consolidation,Current
5000,36,16.99,178.24,D,D1,3 years,OWN,24000.0,debt_consolidation,Fully Paid
21725,60,15.61,523.82,D,D1,10+ years,MORTGAGE,58000.0,debt_consolidation,Fully Paid
4300,36,11.67,142.15,B,B4,2 years,RENT,35000.0,credit_card,Fully Paid
16000,60,18.84,413.65,E,E2,10+ years,MORTGAGE,93000.0,debt_consolidation,Charged Off
14400,60,13.99,334.99,C,C3,8 years,MORTGAGE,50000.0,debt_consolidation,Fully Paid
12800,36,10.75,417.55,B,B4,4 years,RENT,86000.0,debt_consolidation,Fully Paid
10000,36,12.49,334.49,B,B5,10+ years,RENT,41000.0,credit_card,Fully Paid
6000,36,13.67,204.11,C,C3,10+ years,MORTGAGE,65000.0,car,Current
22000,36,12.49,735.88,B,B5,< 1 year,RENT,83200.0,debt_consolidation,Charged Off
10000,60,16.99,248.48,D,D1,10+ years,RENT,78000.0,credit_card,Current
24000,36,11.67,793.37,B,B4,10+ years,MORTGAGE,130000.0,debt_consolidation,Fully Paid
30000,60,15.05,714.49,C,C4,,MORTGAGE,100000.0,debt_consolidation,Fully Paid
10550,60,19.52,276.71,E,E2,10+ years,MORTGAGE,79872.0,debt_consolidation,Current
10000,60,13.67,230.98,C,C4,5 years,RENT,65000.0,debt_consolidation,Current
6000,36,12.74,201.42,C,C1,5 years,OWN,42000.0,home_improvement,Current
15000,36,7.21,464.6,A,A3,10+ years,MORTGAGE,122000.0,debt_consolidation,Current
35000,36,11.47,1153.67,B,B5,4 years,RENT,750000.0,credit_card,Charged Off
15000,36,9.49,480.43,B,B2,3 years,RENT,80000.0,credit_card,Fully Paid
21600,36,6.72,664.19,A,A3,4 years,MORTGAGE,76000.0,other,Current
16000,60,13.18,365.53,C,C3,3 years,MORTGAGE,83200.0,debt_consolidation,Current
4000,36,13.18,135.13,C,C3,,MORTGAGE,84012.0,small_business,Fully Paid
20000,60,11.71,441.97,B,B3,2 years,MORTGAGE,63239.8,debt_consolidation,Charged Off
12000,36,9.43,384.01,B,B1,< 1 year,RENT,37000.0,credit_card,Current
40000,60,9.44,838.91,B,B1,< 1 year,MORTGAGE,100000.0,debt_consolidation,Current
38400,60,26.77,1167.29,E,E5,3 years,MORTGAGE,75000.0,debt_consolidation,Current
20000,36,7.49,622.04,A,A4,5 years,MORTGAGE,50000.0,debt_consolidation,Current
12000,60,15.05,285.8,C,C4,4 years,MORTGAGE,37000.0,debt_consolidation,Current
40000,36,10.56,1301.23,B,B3,6 years,MORTGAGE,275000.0,debt_consolidation,Current
40000,60,15.99,972.51,C,C5,10+ years,OWN,110000.0,debt_consolidation,Current
20000,36,13.67,680.36,C,C3,10+ years,RENT,67000.0,debt_consolidation,Current
18000,36,7.12,556.78,A,A3,5 years,MORTGAGE,150000.0,debt_consolidation,Fully Paid
35000,36,16.02,1230.85,C,C5,1 year,OWN,94000.0,debt_consolidation,Charged Off
10000,36,11.14,328.06,B,B2,10+ years,RENT,40000.0,medical,Fully Paid
7500,36,11.99,249.08,B,B5,2 years,RENT,25000.0,debt_consolidation,Fully Paid
11200,60,30.65,366.85,F,F4,7 years,MORTGAGE,30000.0,debt_consolidation,Current
3000,36,9.93,96.71,B,B2,< 1 year,MORTGAGE,28000.0,debt_consolidation,Fully Paid
13000,36,11.14,426.47,B,B2,1 year,MORTGAGE,69400.0,credit_card,Fully Paid
15400,36,15.04,534.15,C,C4,1 year,MORTGAGE,80000.0,home_improvement,Current
7900,36,13.49,268.06,C,C2,2 years,MORTGAGE,85000.0,medical,Current
7200,36,12.29,240.15,C,C1,8 years,MORTGAGE,53000.0,debt_consolidation,Charged Off
10000,60,7.84,202.0,A,A4,5 years,RENT,42000.0,credit_card,Current
30000,60,9.75,633.73,B,B3,7 years,MORTGAGE,97814.0,debt_consolidation,Fully Paid
11400,36,20.39,425.94,D,D4,10+ years,RENT,52000.0,debt_consolidation,Fully Paid
2800,36,13.67,95.25,C,C3,5 years,RENT,54000.0,debt_consolidation,Fully Paid
19200,60,15.61,462.94,D,D1,10+ years,MORTGAGE,72000.0,debt_consolidation,Fully Paid
10000,36,9.58,320.71,B,B1,4 years,RENT,50000.0,debt_consolidation,Current
28000,60,18.99,726.19,D,D3,4 years,MORTGAGE,88000.0,debt_consolidation,Charged Off
16000,36,7.21,495.58,A,A3,10+ years,MORTGAGE,115000.0,credit_card,Current
20650,60,14.49,485.76,C,C4,1 year,MORTGAGE,102000.0,debt_consolidation,Fully Paid
12000,36,6.11,365.67,A,A1,1 year,RENT,55312.56,debt_consolidation,Current
23900,60,24.99,701.36,F,F3,,RENT,52000.0,debt_consolidation,Fully Paid
25000,36,10.07,807.51,B,B2,< 1 year,MORTGAGE,89000.0,home_improvement,Fully Paid
35000,60,15.99,850.95,C,C5,3 years,RENT,91000.0,debt_consolidation,Current
25000,60,13.99,581.58,C,C4,6 years,MORTGAGE,70000.0,debt_consolidation,Charged Off
35000,60,19.03,908.5,D,D3,10+ years,MORTGAGE,110000.0,credit_card,Late (31-120 days)
17600,60,8.99,365.27,B,B1,10+ years,MORTGAGE,100000.0,debt_consolidation,Current
15000,36,19.2,551.36,D,D3,10+ years,RENT,63500.0,debt_consolidation,Charged Off
16000,60,15.61,385.79,D,D1,3 years,RENT,80000.0,debt_consolidation,Charged Off
15000,36,14.49,516.25,C,C4,4 years,MORTGAGE,116000.0,debt_consolidation,Fully Paid
11000,60,26.3,331.31,E,E5,,MORTGAGE,86000.0,credit_card,Charged Off
7875,60,17.77,198.99,D,D1,10+ years,MORTGAGE,63000.0,debt_consolidation,Charged Off
5000,36,6.83,154.0,A,A3,3 years,MORTGAGE,94000.0,home_improvement,Fully Paid
30000,60,12.69,677.85,C,C2,10+ years,MORTGAGE,60000.0,debt_consolidation,Current
4000,36,18.45,145.52,D,D2,4 years,RENT,36000.0,debt_consolidation,Fully Paid
10000,36,14.08,342.17,C,C3,4 years,RENT,80000.0,debt_consolidation,Current
3150,36,21.49,119.48,D,D5,2 years,RENT,48000.0,car,Charged Off
12000,60,15.59,289.21,C,C5,6 years,RENT,108000.0,debt_consolidation,Current
8000,36,6.39,244.8,A,A2,,MORTGAGE,33000.0,credit_card,Fully Paid
15000,36,13.99,512.6,C,C3,10+ years,OWN,65000.0,debt_consolidation,Fully Paid
15000,60,10.42,321.82,B,B3,6 years,MORTGAGE,50000.0,credit_card,Current
9000,36,14.49,309.75,C,C4,2 years,MORTGAGE,65000.0,debt_consolidation,Fully Paid
13000,60,15.77,314.55,D,D1,10+ years,MORTGAGE,51000.0,home_improvement,Fully Paid
20825,60,13.99,484.46,C,C3,10+ years,OWN,162000.0,credit_card,Current
16800,60,11.99,373.63,B,B5,4 years,RENT,57000.0,credit_card,Fully Paid
10000,36,8.39,315.17,A,A5,5 years,RENT,90000.0,other,Fully Paid
20000,36,7.84,625.26,A,A4,10+ years,OWN,169000.0,credit_card,Current
10000,36,14.08,342.17,C,C3,,RENT,21000.0,debt_consolidation,Fully Paid
14000,36,14.33,480.74,C,C2,10+ years,RENT,90000.0,credit_card,Charged Off
6000,36,10.07,193.81,B,B2,3 years,RENT,68000.0,debt_consolidation,Current
3600,36,9.44,115.22,B,B1,7 years,RENT,52000.0,debt_consolidation,Fully Paid
9250,36,15.31,322.07,C,C2,2 years,RENT,28000.0,debt_consolidation,Charged Off
24000,60,13.49,552.12,C,C2,4 years,MORTGAGE,92000.0,credit_card,Fully Paid
24000,60,14.49,564.56,C,C4,< 1 year,RENT,112000.0,debt_consolidation,Current
16000,36,11.49,527.55,B,B5,1 year,RENT,80000.0,credit_card,Fully Paid
12000,60,20.99,324.58,E,E4,10+ years,OWN,44000.0,debt_consolidation,Current
5000,36,10.75,163.11,B,B4,,MORTGAGE,38000.0,credit_card,Fully Paid
6000,36,11.44,197.69,B,B4,10+ years,OWN,58000.0,vacation,Current
